PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Country,ExternalSourceRow,NormalizedName,NormalizedTicket,NameMatch,TicketMatch,NameAndTicketMatch,NameOrTicketMatch,MatchedTrainingIdsByName,MatchedTrainingIdsByTicket,OverlapEvidence
328,0,3,"Dennis, Mr. Samuel",male,22.0,0,0,21172.0,7.05,,S,England,328,dennis mr samuel,211720,True,False,False,True,[321],[],name_only
329,0,3,"Dennis, Mr. William",male,26.0,0,0,21175.0,7.05,,S,England,329,dennis mr william,211750,False,False,False,False,[],[],none
330,0,3,"De Pelsmaeker, Mr. Alfons",male,16.0,0,0,345778.0,9.1,,S,Belgium,330,de pelsmaeker mr alfons,3457780,True,False,False,True,[283],[],name_only
331,1,3,"Devaney, Miss. Margaret Delia",female,19.0,0,0,330958.0,7.1707,,Q,Ireland,331,devaney miss margaret delia,3309580,True,False,False,True,[45],[],name_only
332,0,2,"Dibden, Mr. William",male,18.0,0,0,14879.0,73.1,,S,England,332,dibden mr william,148790,False,False,False,False,[],[],none
333,1,1,"Dick, Mr. Albert Adrian",male,31.0,1,0,17474.0,57.0,,S,Canada,333,dick mr albert adrian,174740,True,False,False,True,[691],[],name_only
334,1,1,"Dick, Mrs. Vera",female,17.0,1,0,17474.0,57.0,,S,United States,334,dick mrs vera,174740,False,False,False,False,[],[],none
335,0,3,"Dika, Mr. Mirko",male,17.0,0,0,349232.0,7.1711,,S,Croatia (Modern),335,dika mr mirko,3492320,False,False,False,False,[],[],none
336,0,3,"Dimic, Mr. Jovan",male,42.0,0,0,315088.0,8.1303,,S,Hungary,336,dimic mr jovan,3150880,True,False,False,True,[350],[],name_only
337,0,3,"Dintcheff, Mr. Valtcho",male,43.0,0,0,349226.0,7.1711,,S,,337,dintcheff mr valtcho,3492260,False,False,False,False,[],[],none
338,1,1,"Dodge, Dr. Washington",male,52.0,1,1,33638.0,81.1702,,S,United States,338,dodge dr washington,336380,False,False,False,False,[],[],none
339,1,1,"Dodge, Master. Washington",male,4.0,0,2,33638.0,81.1702,,S,United States,339,dodge master washington,336380,True,False,False,True,[446],[],name_only
340,1,1,"Dodge, Mrs. Ruth",female,34.0,1,1,33638.0,81.1702,,S,United States,340,dodge mrs ruth,336380,False,False,False,False,[],[],none
341,1,2,"Doling, Miss. Elsie",female,18.0,0,1,231919.0,23.0,,S,England,341,doling miss elsie,2319190,True,False,False,True,[652],[],name_only
342,1,2,"Doling, Mrs. Ada Julia Elizabeth",female,34.0,0,1,231919.0,23.0,,S,England,342,doling mrs ada julia elizabeth,2319190,False,False,False,False,[],[],none
343,0,3,"Donohoe, Miss. Bridget",female,21.0,0,0,364856.0,7.15,,Q,Ireland,343,donohoe miss bridget,3648560,False,False,False,False,[],[],none
344,0,3,"Dooly, Mr. Patrick",male,37.0,0,0,370376.0,7.15,,Q,Ireland,344,dooly mr patrick,3703760,False,False,False,False,[],[],none
345,1,3,"Dorking, Mr. Edward Arthur",male,18.0,0,0,10482.0,8.01,,S,England,345,dorking mr edward arthur,104820,True,False,False,True,[284],[],name_only
346,0,3,"Dougherty, Mr. William John",male,22.0,0,0,330877.0,8.0902,,Q,Ireland,346,dougherty mr william john,3308770,False,False,False,False,[],[],none
347,1,1,"Douglas, Mrs. Mahala",female,48.0,1,0,17761.0,106.0806,,C,United States,347,douglas mrs mahala,177610,False,False,False,False,[],[],none
348,1,1,"Douglas, Mrs. Mary Hélène",female,27.0,1,1,17558.0,247.1005,,C,Canada,348,douglas mrs mary helene,175580,False,False,False,False,[],[],none
349,0,1,"Douglas, Mr. Walter Donald",male,50.0,1,0,17761.0,106.0806,,C,United States,349,douglas mr walter donald,177610,True,False,False,True,[545],[],name_only
350,0,2,"Douton, Mr. William Joseph",male,55.0,0,0,28403.0,26.0,,S,England,350,douton mr william joseph,284030,False,False,False,False,[],[],none
351,1,3,"Dowdell, Miss. Elizabeth",female,31.0,0,0,364516.0,12.0906,,S,United States,351,dowdell miss elizabeth,3645160,True,False,False,True,[80],[],name_only
352,0,3,"Doyle, Miss. Elizabeth",female,28.0,0,0,368702.0,7.15,,Q,Ireland,352,doyle miss elizabeth,3687020,False,False,False,False,[],[],none
353,0,3,"Drazenovic, Mr. Jozef",male,33.0,0,0,349241.0,7.1711,,C,Croatia (Modern),353,drazenovic mr jozef,3492410,False,False,False,False,[],[],none
354,1,2,"Drew, Master. Marshall Brines",male,8.0,0,2,28220.0,32.1,,S,United States,354,drew master marshall brines,282200,False,False,False,False,[],[],none
355,0,2,"Drew, Mr. James Vivian",male,42.0,1,1,28220.0,32.1,,S,England,355,drew mr james vivian,282200,False,False,False,False,[],[],none
356,1,2,"Drew, Mrs. Maria Louisa Thorne",female,34.0,1,1,28220.0,32.1,,S,United States,356,drew mrs maria louisa thorne,282200,False,False,False,False,[],[],none
357,1,3,"Driscoll, Miss. Bridget",female,27.0,0,0,14311.0,7.15,,Q,Ireland,357,driscoll miss bridget,143110,False,False,False,False,[],[],none
358,1,3,"Dropkin, Miss. Jennie",female,24.0,0,0,392083.0,8.01,,S,England,358,dropkin miss jennie,3920830,False,False,False,False,[],[],none
359,1,1,"Duff Gordon, Lucy Christiana, Lady",female,48.0,1,0,17485.0,56.1807,,C,England,359,duff gordon lucy christiana lady,174850,False,False,False,False,[],[],none
360,1,1,"Duff Gordon, Sir. Cosmo Edmund",male,49.0,1,0,11755.0,39.12,,C,England,360,duff gordon sir cosmo edmund,117550,False,False,False,False,[],[],none
361,0,1,"Dulles, Mr. William Crothers",male,39.0,0,0,17580.0,29.14,,C,United States,361,dulles mr william crothers,175800,False,False,False,False,[],[],none
362,1,3,"Duquemin, Mr. Joseph Pierre",male,24.0,0,0,752.0,7.11,,S,Channel Islands,362,duquemin mr joseph pierre,7520,False,False,False,False,[],[],none
363,1,2,"Durán i Moné, Sra. Asuncion",female,27.0,1,0,2149.0,13.1702,,C,Spain,363,duran i mone sra asuncion,21490,False,False,False,False,[],[],none
364,1,2,"Durán i Moné, Sra. Florentina",female,30.0,1,0,2148.0,13.1702,,C,Spain,364,duran i mone sra florentina,21480,False,False,False,False,[],[],none
365,0,3,"Dwan, Mr. Frank",male,65.0,0,0,336439.0,7.15,,Q,Ireland,365,dwan mr frank,3364390,False,False,False,False,[],[],none
366,0,3,"Dyker, Mr. Adolf Fredrik",male,23.0,1,0,347072.0,13.18,,S,United States,366,dyker mr adolf fredrik,3470720,False,False,False,False,[],[],none
367,1,3,"Dyker, Mrs. Anna Elisabeth Judith",female,22.0,1,0,347072.0,13.18,,S,United States,367,dyker mrs anna elisabeth judith,3470720,False,False,False,False,[],[],none
368,1,1,"Earnshaw, Mrs. Olive",female,23.0,0,1,11767.0,83.0302,,C,United States,368,earnshaw mrs olive,117670,False,False,False,False,[],[],none
369,0,3,"Edvardsson, Mr. Gustaf Hjalmar",male,18.0,0,0,349912.0,7.1506,,S,Sweden,369,edvardsson mr gustaf hjalmar,3499120,True,False,False,True,[676],[],name_only
370,0,2,"Eitemiller, Mr. George Floyd",male,25.0,0,0,29751.0,13.0,,S,United States,370,eitemiller mr george floyd,297510,True,False,False,True,[659],[],name_only
371,0,3,"Eklund, Mr. Hans Linus",male,16.0,0,0,347074.0,7.1506,,S,Sweden,371,eklund mr hans linus,3470740,True,False,False,True,[765],[],name_only
372,0,3,"Ekström, Mr. Amandus",male,45.0,0,0,347061.0,6.1906,,S,Sweden,372,ekstrom mr amandus,3470610,False,False,False,False,[],[],none
373,0,3,"Elias, Mr. Dibo",male,29.0,0,0,2674.0,7.0406,,C,,373,elias mr dibo,26740,True,False,False,True,[774],[],name_only
374,0,3,"Elias, Mr. Joseph jr.",male,15.0,1,1,2690.0,7.0407,,C,Lebanon,374,elias mr joseph jr,26900,True,False,False,True,[533],[],name_only
375,0,3,"Elias Nasrallah, Mr. Tannous",male,22.0,1,1,2695.0,7.0407,,C,Lebanon,375,elias nasrallah mr tannous,26950,False,False,False,False,[],[],none
376,0,3,"Elsbury, Mr. William James",male,48.0,0,0,3902.0,7.05,,S,England,376,elsbury mr william james,39020,True,False,False,True,[593],[],name_only
377,1,3,"Emanuel, Miss. Virginia Ethel",female,5.0,0,0,364516.0,12.0906,,S,United States,377,emanuel miss virginia ethel,3645160,True,False,False,True,[778],[],name_only
378,0,2,"Enander, Mr. Ingvar",male,21.0,0,0,236854.0,13.0,,S,Sweden,378,enander mr ingvar,2368540,False,False,False,False,[],[],none
379,1,1,"Endres, Miss. Caroline Louise",female,39.0,0,0,17757.0,247.1006,,C,United States,379,endres miss caroline louise,177570,True,False,False,True,[717],[],name_only
380,0,3,"Estanislau, Mr. Manuel Gonçalves",male,37.0,0,0,3101306.0,7.01,,S,,380,estanislau mr manuel goncalves,31013060,False,False,False,False,[],[],none
381,1,1,"Eustis, Miss. Elizabeth Mussey",female,54.0,1,0,36947.0,78.0504,,C,United States,381,eustis miss elizabeth mussey,369470,True,False,False,True,[497],[],name_only
382,0,1,"Evans, Miss. Edith Corse",female,36.0,0,0,17531.0,31.1307,,C,United States,382,evans miss edith corse,175310,False,False,False,False,[],[],none
383,0,3,"Everett, Mr. Thomas James",male,38.0,0,0,6212.0,15.02,,S,England,383,everett mr thomas james,62120,False,False,False,False,[],[],none
384,0,2,"Fahlstrøm, Mr. Arne Joma",male,18.0,0,0,236171.0,13.0,,S,Norway,384,fahlstr m mr arne joma,2361710,False,False,False,False,[],[],none
385,0,3,"Fardon, Mr. Charles Richard",male,46.0,0,0,3101314.0,7.05,,S,England,385,fardon mr charles richard,31013140,False,False,False,False,[],[],none
386,0,3,"Farrell, Mr. James",male,26.0,0,0,367232.0,7.15,,Q,Ireland,386,farrell mr james,3672320,True,False,False,True,[526],[],name_only
387,0,1,"Farthing, Mr. John",male,49.0,0,0,17483.0,221.1507,,S,England,387,farthing mr john,174830,True,False,False,True,[528],[],name_only
388,0,2,"Faunthorpe, Mr. Harry Bartram",male,32.0,1,0,2926.0,26.0,,S,England,388,faunthorpe mr harry bartram,29260,False,False,False,False,[],[],none
389,0,2,"Fillbrook, Mr. Joseph Charles",male,18.0,0,0,15185.0,10.1,,S,England,389,fillbrook mr joseph charles,151850,False,False,False,False,[],[],none
390,1,3,"Finoli, Mr. Luigi",male,34.0,0,0,3101308.0,7.01,,S,,390,finoli mr luigi,31013080,False,False,False,False,[],[],none
391,0,3,"Fischer, Mr. Eberhard Thelander",male,18.0,0,0,350036.0,7.1511,,S,Sweden,391,fischer mr eberhard thelander,3500360,True,False,False,True,[689],[],name_only
392,1,1,"Flegenheim, Mrs. Antoinette",female,48.0,0,0,17598.0,31.1308,,C,United States,392,flegenheim mrs antoinette,175980,False,False,False,False,[],[],none
393,0,3,"Fleming, Miss. Honor",female,22.0,0,0,364859.0,7.15,,Q,Ireland,393,fleming miss honor,3648590,False,False,False,False,[],[],none
394,1,1,"Fleming, Miss. Margaret",female,42.0,0,0,17421.0,110.1708,,C,United States,394,fleming miss margaret,174210,True,False,False,True,[307],[],name_only
395,0,3,"Flynn, Mr. James",male,28.0,0,0,364851.0,7.15,,Q,Ireland,395,flynn mr james,3648510,True,False,False,True,[429],[],name_only
396,0,3,"Flynn, Mr. John",male,48.0,0,0,368323.0,6.19,,Q,Ireland,396,flynn mr john,3683230,True,False,False,True,[826],[],name_only
397,1,1,"Flynn, Mr. John Irwin",male,36.0,0,0,14474.0,26.0509,,S,Canada,397,flynn mr john irwin,144740,False,False,False,False,[],[],none
398,0,3,"Foley, Mr. Joseph",male,19.0,0,0,330910.0,7.1707,,Q,Ireland,398,foley mr joseph,3309100,False,False,False,False,[],[],none
399,0,3,"Foley, Mr. William",male,20.0,0,0,365235.0,7.15,,Q,Ireland,399,foley mr william,3652350,False,False,False,False,[],[],none
400,1,3,"Foo, Mr. Choong",male,32.0,0,0,1601.0,56.0911,,S,,400,foo mr choong,16010,True,False,False,True,[644],[],name_only
401,0,3,"Ford, Miss. Dollina Margaret",female,20.0,2,2,6608.0,34.0706,,S,England,401,ford miss dollina margaret,66080,False,False,False,False,[],[],none
402,0,3,"Ford, Miss. Robina Maggie",female,7.0,2,2,6608.0,34.0706,,S,England,402,ford miss robina maggie,66080,False,False,False,False,[],[],none
403,0,3,"Ford, Mr. Arthur",male,23.0,0,0,1478.0,8.01,,S,England,403,ford mr arthur,14780,False,False,False,False,[],[],none
404,0,3,"Ford, Mr. Edward Watson",male,18.0,2,2,6608.0,34.0706,,S,England,404,ford mr edward watson,66080,False,False,False,False,[],[],none
405,0,3,"Ford, Mrs. Margaret Ann Watson",female,54.0,1,3,6608.0,34.0706,,S,Scotland,405,ford mrs margaret ann watson,66080,False,False,False,False,[],[],none
406,0,3,"Ford, Mr. William Neal Thomas",male,14.0,1,3,6608.0,34.0706,,S,England,406,ford mr william neal thomas,66080,False,False,False,False,[],[],none
407,0,1,"Foreman, Mr. Benjamin Laventall",male,30.0,0,0,113051.0,27.15,,S,United States,407,foreman mr benjamin laventall,1130510,True,False,False,True,[453],[],name_only
408,1,1,"Fortune, Miss. Alice Elizabeth",female,24.0,3,2,19950.0,263.0,,S,Canada,408,fortune miss alice elizabeth,199500,True,False,False,True,[342],[],name_only
409,1,1,"Fortune, Miss. Ethel Flora",female,28.0,3,2,19950.0,263.0,,S,Canada,409,fortune miss ethel flora,199500,False,False,False,False,[],[],none
410,1,1,"Fortune, Miss. Mabel Helen",female,23.0,3,2,19950.0,263.0,,S,Canada,410,fortune miss mabel helen,199500,True,False,False,True,[89],[],name_only
411,0,1,"Fortune, Mr. Charles Alexander",male,19.0,3,2,19950.0,263.0,,S,Canada,411,fortune mr charles alexander,199500,True,False,False,True,[28],[],name_only
412,0,1,"Fortune, Mr. Mark",male,64.0,1,4,19950.0,263.0,,S,Canada,412,fortune mr mark,199500,True,False,False,True,[439],[],name_only
413,1,1,"Fortune, Mrs. Mary",female,60.0,1,4,19950.0,263.0,,S,Canada,413,fortune mrs mary,199500,False,False,False,False,[],[],none
414,0,3,"Fox, Mr. Patrick",male,28.0,0,0,368573.0,7.15,,Q,Ireland,414,fox mr patrick,3685730,False,False,False,False,[],[],none
415,0,2,"Fox, Mr. Stanley Harrington",male,38.0,0,0,229236.0,13.0,,S,United States,415,fox mr stanley harrington,2292360,False,False,False,False,[],[],none
416,1,1,"Francatelli, Miss. Laura Mabel",female,32.0,0,0,17485.0,56.1807,,C,England,416,francatelli miss laura mabel,174850,True,False,False,True,[310],[],name_only
417,0,1,"Franklin, Mr. Thomas Parnham",male,37.0,0,0,113778.0,26.11,,S,England,417,franklin mr thomas parnham,1137780,False,False,False,False,[],[],none
418,1,1,"Frauenthal, Dr. Henry William",male,49.0,2,0,17611.0,133.13,,S,United States,418,frauenthal dr henry william,176110,True,False,False,True,[661],[],name_only
419,1,1,"Frauenthal, Mr. Isaac Gerald",male,43.0,1,0,17765.0,27.1405,,C,United States,419,frauenthal mr isaac gerald,177650,False,False,False,False,[],[],none
420,1,1,"Frauenthal, Mrs. Clara",female,42.0,1,0,17611.0,133.13,,S,United States,420,frauenthal mrs clara,176110,False,False,False,False,[],[],none
421,1,1,"Frölicher, Miss. Hedwig Margaritha",female,22.0,0,2,13568.0,49.1,,C,Switzerland,421,frolicher miss hedwig margaritha,135680,True,False,False,True,[540],[],name_only
422,1,1,"Frölicher-Stehli, Mr. Maximilian Josef",male,60.0,1,1,13567.0,79.04,,C,Switzerland,422,frolicher stehli mr maximilian josef,135670,False,False,False,False,[],[],none
423,1,1,"Frölicher-Stehli, Mrs. Margaretha Emerentia",female,48.0,1,1,13567.0,79.04,,C,Switzerland,423,frolicher stehli mrs margaretha emerentia,135670,False,False,False,False,[],[],none
424,0,2,"Frost, Mr. Anthony Wood",male,39.0,0,0,239854.0,,,B,England,424,frost mr anthony wood,2398540,False,False,False,False,[],[],none
425,0,1,"Fry, Mr. Richard",male,39.0,0,0,112058.0,,,S,England,425,fry mr richard,1120580,True,False,False,True,[816],[],name_only
426,0,2,"Funk, Miss. Annie Clemmer",female,38.0,0,0,237671.0,13.0,,S,India,426,funk miss annie clemmer,2376710,True,False,False,True,[358],[],name_only
427,0,1,"Futrelle, Mr. Jacques Heath",male,37.0,1,0,113803.0,53.02,,S,England,427,futrelle mr jacques heath,1138030,True,False,False,True,[138],[],name_only
428,1,1,"Futrelle, Mrs. Lily May",female,35.0,1,0,113803.0,53.02,,S,England,428,futrelle mrs lily may,1138030,False,False,False,False,[],[],none
429,0,2,"Fynney, Mr. Joseph J.",male,36.0,0,0,239865.0,26.0,,S,England,429,fynney mr joseph j,2398650,True,False,False,True,[21],[],name_only
430,0,2,"Gale, Mr. Harry",male,38.0,1,0,28664.0,21.0,,S,England,430,gale mr harry,286640,False,False,False,False,[],[],none
431,0,2,"Gale, Mr. Shadrach",male,33.0,1,0,28664.0,21.0,,S,England,431,gale mr shadrach,286640,True,False,False,True,[406],[],name_only
432,0,3,"Gallagher, Mr. Martin",male,29.0,0,0,36864.0,7.141,,Q,Ireland,432,gallagher mr martin,368640,True,False,False,True,[704],[],name_only
433,0,3,"Garfirth, Mr. John",male,23.0,0,0,358585.0,14.1,,S,England,433,garfirth mr john,3585850,True,False,False,True,[761],[],name_only
434,1,2,"Garside, Miss. Ethel",female,39.0,0,0,243880.0,13.0,,S,England,434,garside miss ethel,2438800,True,False,False,True,[577],[],name_only
435,0,2,"Gaskell, Mr. William Alfred",male,19.0,0,0,239865.0,26.0,,S,England,435,gaskell mr william alfred,2398650,False,False,False,False,[],[],none
436,0,2,"Gavey, Mr. Laurence",male,26.0,0,0,31028.0,10.1,,S,Channel Islands,436,gavey mr laurence,310280,False,False,False,False,[],[],none
437,0,1,"Gee, Mr. Arthur H.",male,47.0,0,0,111320.0,38.1,,S,England,437,gee mr arthur h,1113200,True,False,False,True,[463],[],name_only
438,1,3,"George/Joseph, Mrs. Shawneene",female,38.0,0,0,2688.0,7.0407,,C,United States,438,george joseph mrs shawneene,26880,False,False,False,False,[],[],none
439,0,3,"Gerios Thamah, Mr. Assaf",male,21.0,0,0,2692.0,7.0406,,C,Lebanon,439,gerios thamah mr assaf,26920,False,False,False,False,[],[],none
440,0,3,"Gheorgheff, Mr. Stanio",male,,0,0,349254.0,7.1711,,C,Bulgaria,440,gheorgheff mr stanio,3492540,True,False,False,True,[421],[],name_only
441,1,1,"Gibson, Miss. Dorothy Winifred",female,22.0,0,1,112378.0,59.08,,C,United States,441,gibson miss dorothy winifred,1123780,False,False,False,False,[],[],none
442,1,1,"Gibson, Mrs. Pauline Caroline",female,44.0,0,1,112378.0,59.08,,C,United States,442,gibson mrs pauline caroline,1123780,False,False,False,False,[],[],none
443,1,1,"Gieger, Miss. Amalie",female,35.0,0,0,113503.0,211.1,,S,,443,gieger miss amalie,1135030,False,False,False,False,[],[],none
444,0,1,"Giglio, Mr. Victor Gaitan Andrea",male,23.0,0,0,17593.0,79.04,,C,,444,giglio mr victor gaitan andrea,175930,False,False,False,False,[],[],none
445,0,2,"Gilbert, Mr. William",male,47.0,0,0,30769.0,10.1,,S,England,445,gilbert mr william,307690,False,False,False,False,[],[],none
446,0,2,"Giles, Mr. Edgar",male,19.0,1,0,28133.0,11.1,,S,England,446,giles mr edgar,281330,False,False,False,False,[],[],none
447,0,2,"Giles, Mr. Frederick Edward",male,21.0,1,0,28134.0,11.1,,S,England,447,giles mr frederick edward,281340,True,False,False,True,[862],[],name_only
448,0,2,"Giles, Mr. Ralph",male,24.0,0,0,248726.0,13.1,,S,England,448,giles mr ralph,2487260,False,False,False,False,[],[],none
449,0,3,"Gilinski, Mr. Eliezer",male,23.0,0,0,14973.0,8.01,,S,Wales,449,gilinski mr eliezer,149730,True,False,False,True,[589],[],name_only
450,0,2,"Gillespie, Mr. William Henry",male,31.0,0,0,12233.0,13.0,,S,Ireland,450,gillespie mr william henry,122330,True,False,False,True,[723],[],name_only
451,0,2,"Gill, Mr. John",male,24.0,0,0,233866.0,13.0,,S,England,451,gill mr john,2338660,False,False,False,False,[],[],none
452,1,3,"Gilnagh, Miss. Katherine",female,17.0,0,0,35851.0,7.1408,,Q,Ireland,452,gilnagh miss katherine,358510,False,False,False,False,[],[],none
453,0,2,"Givard, Mr. Hans Kristensen",male,30.0,0,0,250646.0,13.0,,S,Argentina,453,givard mr hans kristensen,2506460,True,False,False,True,[214],[],name_only
454,1,3,"Glynn, Miss. Mary Agatha",female,18.0,0,0,335677.0,7.15,,Q,Ireland,454,glynn miss mary agatha,3356770,True,False,False,True,[33],[],name_only
455,1,1,"Goldenberg, Mr. Samuel L.",male,47.0,1,0,17453.0,89.0201,,C,United States,455,goldenberg mr samuel l,174530,True,False,False,True,[454],[],name_only
456,1,1,"Goldenberg, Mrs. Nella",female,40.0,1,0,17453.0,89.0201,,C,United States,456,goldenberg mrs nella,174530,False,False,False,False,[],[],none
457,0,1,"Goldschmidt, Mr. George B.",male,71.0,0,0,17754.0,34.1301,,C,United States,457,goldschmidt mr george b,177540,True,False,False,True,[97],[],name_only
458,1,3,"Goldsmith, Master. Frank John William",male,9.0,0,2,363291.0,20.1006,,S,England,458,goldsmith master frank john william,3632910,False,False,False,False,[],[],none
459,0,3,"Goldsmith, Mr. Frank John",male,33.0,1,1,363291.0,20.1006,,S,England,459,goldsmith mr frank john,3632910,True,False,False,True,[549],[],name_only
460,0,3,"Goldsmith, Mr. Nathan",male,41.0,0,0,3101263.0,7.17,,S,,460,goldsmith mr nathan,31012630,False,False,False,False,[],[],none
461,1,3,"Goldsmith, Mrs. Emily Alice",female,31.0,1,1,363291.0,20.1006,,S,England,461,goldsmith mrs emily alice,3632910,False,False,False,False,[],[],none
462,0,3,"Goodwin, Master. Harold Victor",male,9.0,5,2,2144.0,46.18,,S,England,462,goodwin master harold victor,21440,True,True,True,True,[481],[223],name_and_ticket
463,0,3,"Goodwin, Master. Sidney Leslie",male,1.0,5,2,2144.0,46.18,,S,England,463,goodwin master sidney leslie,21440,False,True,False,True,[],[223],ticket_only
464,0,3,"Goodwin, Master. William Frederick",male,11.0,5,2,2144.0,46.18,,S,England,464,goodwin master william frederick,21440,True,True,True,True,[60],[223],name_and_ticket
465,0,3,"Goodwin, Miss. Jessie Allis",female,10.0,5,2,2144.0,46.18,,S,England,465,goodwin miss jessie allis,21440,False,True,False,True,[],[223],ticket_only
466,0,3,"Goodwin, Miss. Lillian Amy",female,16.0,5,2,2144.0,46.18,,S,England,466,goodwin miss lillian amy,21440,True,True,True,True,[72],[223],name_and_ticket
467,0,3,"Goodwin, Mr. Charles Edward",male,14.0,5,2,2144.0,46.18,,S,England,467,goodwin mr charles edward,21440,True,True,True,True,[684],[223],name_and_ticket
468,0,3,"Goodwin, Mr. Frederick Joseph",male,42.0,1,6,2144.0,46.18,,S,England,468,goodwin mr frederick joseph,21440,False,True,False,True,[],[223],ticket_only
469,0,3,"Goodwin, Mrs. Augusta",female,43.0,1,6,2144.0,46.18,,S,England,469,goodwin mrs augusta,21440,False,True,False,True,[],[223],ticket_only
470,1,1,"Gracie, Colonel. Archibald",male,53.0,0,0,113780.0,28.1,,S,United States,470,gracie colonel archibald,1137800,False,False,False,False,[],[],none
471,1,1,"Graham, Miss. Margaret Edith",female,19.0,0,0,17582.0,153.0903,,S,England,471,graham miss margaret edith,175820,True,False,False,True,[888],[],name_only
472,0,1,"Graham, Mr. George Edward",male,38.0,0,1,112053.0,30.0,,S,Canada,472,graham mr george edward,1120530,True,False,False,True,[333],[],name_only
473,1,1,"Graham, Mrs. Edith",female,59.0,0,1,17582.0,153.0903,,S,England,473,graham mrs edith,175820,False,False,False,False,[],[],none
474,0,2,"Greenberg, Mr. Samuel",male,52.0,0,0,250647.0,13.0,,S,South Africa,474,greenberg mr samuel,2506470,True,False,False,True,[715],[],name_only
475,1,1,"Greenfield, Mrs. Blanche",female,45.0,0,1,17759.0,63.0702,,C,United States,475,greenfield mrs blanche,177590,False,False,False,False,[],[],none
476,1,1,"Greenfield, Mr. William Bertram",male,23.0,0,1,17759.0,63.0702,,C,United States,476,greenfield mr william bertram,177590,True,False,False,True,[98],[],name_only
477,0,3,"Green, Mr. George",male,41.0,0,0,21440.0,8.01,,S,England,477,green mr george,214400,False,False,False,False,[],[],none
478,0,3,"Grønnestad, Mr. Daniel Danielsen",male,32.0,0,0,8471.0,8.0615,,S,Norway,478,gr nnestad mr daniel danielsen,84710,False,False,False,False,[],[],none
479,0,3,"Guest, Mr. Charles Robert",male,25.0,0,0,376563.0,8.01,,S,England,479,guest mr charles robert,3765630,False,False,False,False,[],[],none
480,0,1,"Guggenheim, Mr. Benjamin",male,46.0,0,0,17593.0,79.04,,C,France,480,guggenheim mr benjamin,175930,True,False,False,True,[790],[],name_only
481,0,3,"Gustafsson, Mr. Alfred Ossian",male,19.0,0,0,7534.0,9.1611,,S,Finland,481,gustafsson mr alfred ossian,75340,True,False,False,True,[877],[],name_only
482,0,3,"Gustafsson, Mr. Anders Vilhelm",male,37.0,2,0,3101276.0,7.1806,,S,Finland,482,gustafsson mr anders vilhelm,31012760,True,False,False,True,[105],[],name_only
483,0,3,"Gustafsson, Mr. Johan Birger",male,28.0,2,0,3101277.0,7.1806,,S,Finland,483,gustafsson mr johan birger,31012770,True,False,False,True,[393],[],name_only
484,0,3,"Gustafsson, Mr. Karl Gideon",male,19.0,0,0,347069.0,7.1506,,S,Sweden,484,gustafsson mr karl gideon,3470690,True,False,False,True,[380],[],name_only
485,0,3,"Haas, Miss. Aloisia",female,24.0,0,0,349236.0,8.17,,S,Switzerland,485,haas miss aloisia,3492360,True,False,False,True,[294],[],name_only
486,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,28.0,1,0,65303.0,6.1904,,S,Norway,486,hagland mr ingvald olai olsen,653030,True,False,False,True,[452],[],name_only
487,0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,19.0,1,0,65304.0,6.1904,,S,Norway,487,hagland mr konrad mathias reiersen,653040,True,False,False,True,[491],[],name_only
488,0,3,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1,0,3101279.0,15.17,,S,Finland,488,hakkarainen mr pekka pietari,31012790,True,False,False,True,[404],[],name_only
489,1,3,"Hakkarainen, Mrs. Elin Matilda",female,24.0,1,0,3101279.0,15.17,,S,Finland,489,hakkarainen mrs elin matilda,31012790,False,False,False,False,[],[],none
490,0,2,"Hale, Mr. Reginald",male,30.0,0,0,250653.0,13.0,,S,England,490,hale mr reginald,2506530,True,False,False,True,[179],[],name_only
491,1,2,"Hämäläinen, Master. Viljo Unto Johannes",male,0.5833333333,1,1,250649.0,14.1,,S,United States,491,hamalainen master viljo unto johannes,2506490,False,False,False,False,[],[],none
492,1,2,"Hämäläinen, Mrs. Anna",female,23.0,0,2,250649.0,14.1,,S,United States,492,hamalainen mrs anna,2506490,False,False,False,False,[],[],none
493,0,3,"Hampe, Mr. Léon Jérome",male,19.0,0,0,345769.0,9.1,,S,Belgium,493,hampe mr leon jerome,3457690,False,False,False,False,[],[],none
494,1,3,"Hannah, Mr. Borak",male,27.0,0,0,2663.0,7.0407,,C,Lebanon,494,hannah mr borak,26630,False,False,False,False,[],[],none
495,0,3,"Hanna, Mr. Boulos",male,18.0,0,0,2664.0,7.0406,,C,Lebanon,495,hanna mr boulos,26640,False,False,False,False,[],[],none
496,0,3,"Hanna, Mr. Mansour",male,35.0,0,0,2693.0,7.0407,,C,Lebanon,496,hanna mr mansour,26930,True,False,False,True,[297],[],name_only
497,0,3,"Hansen, Mr. Claus Peter",male,41.0,2,0,350026.0,14.0202,,S,United States,497,hansen mr claus peter,3500260,True,False,False,True,[861],[],name_only
498,0,3,"Hansen, Mr. Henrik Juul",male,26.0,1,0,350025.0,7.1701,,S,Denmark,498,hansen mr henrik juul,3500250,True,False,False,True,[705],[],name_only
